frequency_rank,character,pinyin,pinyin_alternates,common_word_1,common_word_1_pinyin,common_word_1_definition,common_word_2,common_word_2_pinyin,common_word_2_definition,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num,traditional_character,same_simp_trad,alternate_characters
1104,震,zhèn,,,,,,,,"shake, quake, tremor; excite",雨,173.7,15,5.0,3229.0,,True,
1105,弃,qì,,,,,,,,"reject, abandon, discard",廾,55.4,7,4.0,842.0,棄,False,棄
1106,甲,jiǎ,,,,,,,,"armor, shell; fingernails; 1st heavenly stem",田,102.0,5,5.0,239.0,,True,
1107,伟,wěi,,,,,,,,"great, robust; extraordinary",人,9.4,6,5.0,454.0,偉,False,偉
1108,麻,má,,,,,,,,"hemp, jute, flax; sesame",麻,200.0,11,4.0,2379.0,,True,
1109,川,chuān,,,,,,,,"stream, river; flow; boil",巛,47.0,3,6.0,43.0,,True,
1110,申,shēn,,,,,,,,"to state to a superior, report; extend; 9th terrestrial branch",田,102.0,5,4.0,240.0,,True,
1111,缓,huǎn,,,,,,,,"slow, leisurely; to postpone, delay",糸,120.9,12,5.0,2818.0,緩,False,緩
1112,潜,qián,,,,,,,,"hide; hidden, secret, latent",水,85.12,15,6.0,3290.0,潛,False,潛
1113,闪,shǎn,,,,,,,,"flash; avoid, dodge, evade",門,169.2,5,5.0,305.0,閃,False,閃
1114,售,shòu,,,,,,,,sell,口,30.8,11,4.0,2332.0,,True,
1115,灯,dēng,,,,,,,,"lantern, lamp",火,86.2,6,3.0,534.0,燈,False,燈
1116,针,zhēn,,,,,,,,needle; pin; tack; acupuncture,金,167.2,7,4.0,757.0,針,False,針
1117,哲,zhé,,,,,,,,"wise, sagacious; wise man, sage",口,30.7,10,5.0,1802.0,,True,
1118,络,luò,,,,,,,,"enmesh, wrap around; web, net",糸,120.6,9,5.0,1761.0,絡,False,絡
1119,抵,dǐ,,,,,,,,"resist, oppose; deny; off-set",手,64.5,8,6.0,975.0,,True,
1120,朱,zhū,,,,,,,,"cinnabar, vermilion; surname",木,75.2,6,,445.0,,True,
1121,埃,āi,,,,,,,,"fine dust, dirt",土,32.7,10,,1814.0,,True,
1122,抱,bào,,,,,,,,"embrace, hold in arms, enfold",手,64.5,8,4.0,978.0,,True,
1123,鼓,gǔ,,,,,,,,"drum; beat, top, strike",鼓,207.0,13,4.0,2837.0,,True,
1124,植,zhí,,,,,,,,"plant, trees, plants; grow",木,75.8,12,4.0,2566.0,,True,
1125,纯,chún,,,,,,,,"pure, clean, simple",糸,120.4,7,5.0,931.0,純,False,純
1126,夏,xià,,,,,,,,"summer; great, grand, big",夊,35.7,10,3.0,1862.0,,True,
1127,忍,rěn,,,,,,,,"endure, bear, suffer; forbear",心,61.3,7,5.0,925.0,,True,
1128,页,yè,,,,,,,,"page, sheet, leaf; rad. no. 181",頁,181.0,6,4.0,393.0,頁,False,頁
1129,杰,jié,,,,,,,,"hero; heroic, outstanding",木,75.4,8,6.0,1031.0,傑,False,傑
1130,筑,zhù,,,,,,,,ancient lute; build,竹,118.6,12,5.0,2682.0,築,False,築
1131,折,zhé,,,,,,,,"break off, snap; bend",手,64.4,7,4.0,632.0,,True,
1132,郑,zhèng,,,,,,,,,邑,163.6,8,6.0,1229.0,鄭,False,鄭
1133,贝,bèi,,,,,,,,"sea shell; money, currency",貝,154.0,4,5.0,114.0,貝,False,貝
1134,尊,zūn,,,,,,,,"respect, revere, venerate; honor",寸,41.9,12,4.0,2743.0,,True,
1135,吴,wú,,,,,,,,name of warring state; surname,口,30.4,7,,718.0,吳,False,吳
1136,秀,xiù,,,,,,,,"ear of grain; flowering, luxuriant; refined, elegant, graceful",禾,115.2,7,4.0,765.0,,True,
1137,混,hùn,,,,,,,,"to mix, blend, mingle; to bumble along",水,85.8,11,6.0,2420.0,,True,
1138,臣,chén,,,,,,,,"minister, statesman, official",臣,131.0,6,6.0,380.0,,True,
1139,雅,yǎ,,,,,,,,"elegant, graceful, refined",隹,172.4,12,6.0,2600.0,,True,
